7588,9007
9007,10602
10602,11407
11407,12413
12413,12486
12486,13847
13847,15510
15510,17797
17797,17874
17874,20042
20042,20535
20535,21393
21393,17651
17651,16611
16611,15474
15474,14146
14146,12843
12843,13701
13701,15197
15197,16537
16537,17378
17378,21444
21444,22109
22109,22701
22701,23875
23875,23972
23972,21594
